"subjs" "conds" "trial" "choice" "rt"
"112" 1 1 112 0 1.47192264894163
"113" 1 1 113 1 0.836989979733713
"114" 1 1 114 1 1.59430966516957
"115" 1 1 115 1 0.382933340561111
"116" 1 1 116 0 0.468576380127575
"117" 1 1 117 1 0.569514020082075
"118" 1 1 118 1 1.01277603040962
"119" 1 1 119 1 0.316049918155652
"120" 1 1 120 1 0.471393861009739
"121" 1 1 121 1 0.491252043837216
"122" 1 1 122 1 1.09877844974492
"123" 1 1 123 1 0.498408870093059
"124" 1 1 124 1 0.451002857158426
"125" 1 1 125 1 0.540852943332866
"126" 1 1 126 0 0.501701763075776
"127" 1 1 127 1 0.89506317303516
"128" 1 1 128 1 0.609420271776617
"129" 1 1 129 1 0.416730978809297
"130" 1 1 130 1 0.385630104455166
"131" 1 1 131 0 0.673399689953774
"132" 1 1 132 1 1.48626354578556
"133" 1 1 133 0 1.46986815923499
"134" 1 1 134 1 0.323913932269439
"135" 1 1 135 1 0.394583145734854
"136" 1 1 136 1 1.13047818264365
"137" 1 1 137 1 0.561241515203379
"138" 1 1 138 0 2.2091099053123
"139" 1 1 139 0 0.754394680650439
"140" 1 1 140 0 1.4268355878843
"141" 1 1 141 0 1.58371140945656
"142" 1 1 142 0 0.847439890382346
"143" 1 1 143 1 0.446739736303221
"144" 1 1 144 0 0.649513107941486
"145" 1 1 145 1 0.591696911953855
"146" 1 1 146 1 0.487739247959573
"147" 1 1 147 1 0.567362198363058
"148" 1 1 148 1 0.327338924926706
"149" 1 1 149 1 0.378137178708799
"150" 1 1 150 1 1.22580669928296
"151" 1 1 151 1 0.49550185217429
"152" 1 1 152 1 0.393202322288882
"153" 1 1 153 0 0.538119038816076
"154" 1 1 154 1 0.515328310199548
"155" 1 1 155 1 0.523493363696151
"156" 1 1 156 1 1.40703134931903
"157" 1 1 157 1 0.766257698297501
"158" 1 1 158 0 2.86329064397281
"159" 1 1 159 1 0.45722470458271
"160" 1 1 160 1 0.778933618365321
"161" 1 1 161 1 0.42545876792632
"162" 1 1 162 1 0.451933296369389
"163" 1 1 163 0 1.70621121969307
"164" 1 1 164 1 0.828281225403305
"165" 1 1 165 1 0.610603115556296
"166" 1 1 166 1 0.882445032644551
"167" 1 1 167 1 0.702421603140887
"168" 1 1 168 1 0.502188089720905
"169" 1 1 169 1 0.724428586700931
"170" 1 1 170 0 0.730962015991565
"171" 1 1 171 1 0.601587671763729
"172" 1 1 172 1 1.49686418240564
"173" 1 1 173 1 0.51927382396115
"174" 1 1 174 1 0.647648895837832
"175" 1 1 175 1 2.10554710656684
"176" 1 1 176 0 0.569091459160671
"177" 1 1 177 1 0.33486082419334
"178" 1 1 178 1 0.663202942941338
"179" 1 1 179 0 0.972939817872364
"180" 1 1 180 1 0.495386091054883
"181" 1 1 181 1 0.513207466319203
"182" 1 1 182 1 4.01181899454445
"183" 1 1 183 0 1.2893911350118
"184" 1 1 184 1 0.434616817899514
"185" 1 1 185 1 1.13426527739875
"186" 1 1 186 1 0.663176681001205
"187" 1 1 187 1 3.54738713515922
"188" 1 1 188 1 0.852801501096692
"189" 1 1 189 1 3.83468921183562
"190" 1 1 190 1 0.480154579609167
"191" 1 1 191 1 0.62210108034173
"192" 1 1 192 1 0.915738751844969
"193" 1 1 193 0 0.9176511878171
"194" 1 1 194 0 1.13347733211843
"195" 1 1 195 1 0.843810637169052
"196" 1 1 196 1 0.498611776177771
"197" 1 1 197 1 0.92110591054894
"198" 1 1 198 1 0.288774282275699
"199" 1 1 199 1 0.411688287441619
"200" 1 1 200 1 0.929882188742515
"201" 2 1 1 1 0.463540116795804
"202" 2 1 2 1 0.591465099274647
"203" 2 1 3 1 0.851481109312735
"204" 2 1 4 1 0.582253661072813
"205" 2 1 5 1 0.507057457471266
"206" 2 1 6 1 1.35762006367836
"207" 2 1 7 1 0.843508701503743
"208" 2 1 8 1 0.579777899963316
"209" 2 1 9 1 0.723818106556311
"210" 2 1 10 1 0.629572717700619
"211" 2 1 11 0 0.478927792069037
"212" 2 1 12 1 0.938728809239809
"213" 2 1 13 1 0.307290589020122
"214" 2 1 14 1 0.305828869567718
"215" 2 1 15 1 0.548530634444207
"216" 2 1 16 1 1.28124361975258
"217" 2 1 17 1 0.340524184396025
"218" 2 1 18 1 2.52343226430984
"219" 2 1 19 0 0.60116604815051
"220" 2 1 20 1 0.514189924398437
"221" 2 1 21 0 0.44253068234073
"222" 2 1 22 0 0.50428174257325
"223" 2 1 23 1 0.312788800615352
"224" 2 1 24 1 0.72974280883139
"225" 2 1 25 1 0.663917924928479
"226" 2 1 26 1 0.600155364789534
"227" 2 1 27 1 0.501826747717801
"228" 2 1 28 0 0.750869162920862
"229" 2 1 29 1 0.600016932361759
"230" 2 1 30 0 2.10302424373431
"231" 2 1 31 1 0.56732236678293
"232" 2 1 32 0 0.606210240022279
"233" 2 1 33 1 0.538945670915768
"234" 2 1 34 0 0.471778581283521
"235" 2 1 35 1 1.22017786760489
"236" 2 1 36 1 0.382676353675313
"237" 2 1 37 0 0.467271648038179
"238" 2 1 38 1 0.494340651433449
"239" 2 1 39 1 0.529271793674212
"240" 2 1 40 0 1.09042795298575
"241" 2 1 41 1 1.37237119708816
"242" 2 1 42 1 0.548514983765781
"243" 2 1 43 0 1.40667974723922
"244" 2 1 44 1 0.61048452360509
"245" 2 1 45 1 0.297373008549213
"246" 2 1 46 1 0.528911320099607
"247" 2 1 47 0 0.637359427153599
"248" 2 1 48 1 1.11280063398229
"249" 2 1 49 1 0.38882087197667
"250" 2 1 50 1 0.368938695142046
"251" 2 1 51 1 0.60415261852555
"252" 2 1 52 1 0.599677822358441
"253" 2 1 53 1 0.491134008442052
"254" 2 1 54 1 0.725735691315029
"255" 2 1 55 1 1.10184593732236
"256" 2 1 56 1 0.519192677423358
"257" 2 1 57 1 1.49763604393229
"258" 2 1 58 1 0.465736870547291
"259" 2 1 59 1 0.458888265990187
"260" 2 1 60 1 0.835292632584926
"261" 2 1 61 1 0.432421910880599
"262" 2 1 62 1 0.978720543631818
"263" 2 1 63 0 0.465131645071786
"264" 2 1 64 1 0.50900933839241
"265" 2 1 65 0 0.60739201739477
"266" 2 1 66 1 0.395228427324444
"267" 2 1 67 1 0.504394416268449
"268" 2 1 68 1 0.313306654325221
"269" 2 1 69 1 2.56870956731262
"270" 2 1 70 1 0.438676224334631
"271" 2 1 71 1 0.401539559816942
"272" 2 1 72 1 0.462056052625179
"273" 2 1 73 1 0.332863481275272
"274" 2 1 74 1 2.42186090794671
"275" 2 1 75 1 0.372132010369096
"276" 2 1 76 1 0.451103067256976
"277" 2 1 77 1 0.590926609841175
"278" 2 1 78 1 0.628278612930328
"279" 2 1 79 0 1.23623892578436
"280" 2 1 80 1 0.419847893586382
"281" 2 1 81 1 0.542438263552263
"282" 2 1 82 0 0.607379679881502
"283" 2 1 83 0 1.05520348972036
"284" 2 1 84 1 1.91073649310367
"285" 2 1 85 0 1.0956542272782
"286" 2 1 86 1 1.19124716130225
"287" 2 1 87 1 0.473045154201333
"288" 2 1 88 1 0.713804454794154
"289" 2 1 89 1 0.709171532443259
"290" 2 1 90 1 0.442800703274086
"291" 2 1 91 1 0.550143370766193
"292" 2 1 92 1 0.490369216657709
"293" 2 1 93 1 0.456566399378236
"294" 2 1 94 1 1.66470756537793
"295" 2 1 95 1 0.459558024093509
"296" 2 1 96 1 0.363576490518637
"297" 2 1 97 1 2.17410195009783
"298" 2 1 98 1 0.700167881225701
"299" 2 1 99 1 0.573833885851782
"300" 2 1 100 0 1.3192759585334
"301" 2 1 101 1 0.57739991194848
"302" 2 1 102 1 0.664586674459744
"303" 2 1 103 0 0.692106044983957
"304" 2 1 104 1 2.87853690203186
"305" 2 1 105 1 0.464757308608852
"306" 2 1 106 1 0.556231315579731
"307" 2 1 107 0 0.843788835145999
"308" 2 1 108 0 0.704015997199807
"309" 2 1 109 0 1.50844436784694
"310" 2 1 110 1 0.7729088464831
"311" 2 1 111 0 1.20924220800726
"312" 2 1 112 1 0.489660342685878
"313" 2 1 113 1 0.403484349631239
"314" 2 1 114 0 1.05438491949532
"315" 2 1 115 0 0.817418985032942
"316" 2 1 116 1 0.6832238461175
"317" 2 1 117 1 0.344967312871479
"318" 2 1 118 1 0.388390440985095
"319" 2 1 119 1 0.496961820702534
"320" 2 1 120 0 0.687662220780272
"321" 2 1 121 1 0.568002499605529
"322" 2 1 122 1 1.2487731702188
"323" 2 1 123 1 0.359200574368704
"324" 2 1 124 1 0.450172133299522
"325" 2 1 125 1 0.642339364419226
"326" 2 1 126 1 0.824058024591301
"327" 2 1 127 1 0.451084932945203
"328" 2 1 128 0 0.917288029937539
"329" 2 1 129 1 0.432109164963011
"330" 2 1 130 1 1.57872244739858
"331" 2 1 131 0 0.826783027511556
"332" 2 1 132 1 0.616180423777085
"333" 2 1 133 1 0.453862868518569
"334" 2 1 134 1 1.78958460759558
"335" 2 1 135 1 2.33203358214255
"336" 2 1 136 1 0.416156040748116
"337" 2 1 137 0 0.850756945012603
"338" 2 1 138 1 1.80793923818506
"339" 2 1 139 1 2.61178944958001
"340" 2 1 140 1 0.498253490580246
"341" 2 1 141 1 0.40288261077879
"342" 2 1 142 0 1.488983043944
"343" 2 1 143 1 1.36405084709916
"344" 2 1 144 1 0.603743659055792
"345" 2 1 145 1 1.12427715405496
"346" 2 1 146 0 0.709532133714296
"347" 2 1 147 1 1.67980204718374
"348" 2 1 148 1 0.525899241123814
"349" 2 1 149 1 0.30138349947473
"350" 2 1 150 1 0.537104701256845
"351" 2 1 151 1 0.807235041743144
"352" 2 1 152 1 0.596594829891343
"353" 2 1 153 1 0.339155049928464
"354" 2 1 154 1 0.545144284248818
"355" 2 1 155 1 0.380970530706923
"356" 2 1 156 1 0.440383358961437
"357" 2 1 157 1 0.591770432100166
"358" 2 1 158 1 0.89923852723185
"359" 2 1 159 0 1.83248936099233
"360" 2 1 160 1 0.431658686743584
"361" 2 1 161 1 0.337331628719345
"362" 2 1 162 1 0.601531739780679
"363" 2 1 163 1 0.445102709656116
"364" 2 1 164 1 0.407311744813807
"365" 2 1 165 1 0.452384332927875
"366" 2 1 166 1 0.586625418869779
"367" 2 1 167 1 0.650187071222812
"368" 2 1 168 1 1.74615859709913
"369" 2 1 169 1 1.12652204452781
"370" 2 1 170 1 0.5543318824335
"371" 2 1 171 1 0.368450857909396
"372" 2 1 172 1 0.913328615169506
"373" 2 1 173 1 0.447907018055208
"374" 2 1 174 1 0.59462040345883
"375" 2 1 175 1 0.531091255938634
"376" 2 1 176 1 0.420830222577322
"377" 2 1 177 1 0.473537674619351
"378" 2 1 178 1 0.477803569813259
"379" 2 1 179 1 0.530307018546388
"380" 2 1 180 1 0.607835784558207
"381" 2 1 181 1 0.80530436368892
"382" 2 1 182 1 1.34455679747602
"383" 2 1 183 1 2.21831985809328
"384" 2 1 184 0 0.544110377683304
"385" 2 1 185 1 0.76454869748326
"386" 2 1 186 0 1.35117299189232
"387" 2 1 187 0 1.87216857987363
"388" 2 1 188 1 1.01793609193014
"389" 2 1 189 0 0.487578973942436
"390" 2 1 190 1 0.416285478892271
"391" 2 1 191 1 0.711018860619981
"392" 2 1 192 1 0.946233131976333
"393" 2 1 193 1 0.574883684475906
"394" 2 1 194 0 1.08005372376367
"395" 2 1 195 1 0.53729532181751
"396" 2 1 196 1 0.341843493176624
"397" 2 1 197 1 0.418525493628811
"398" 2 1 198 0 1.05861643003579
"399" 2 1 199 1 0.786693990776781
"400" 2 1 200 1 0.56480774189299
"401" 3 1 1 1 0.61691172340326
"402" 3 1 2 1 0.788087136075832
"403" 3 1 3 1 1.32609206094453
"404" 3 1 4 1 0.5172746141362
"405" 3 1 5 1 0.374551423191093
"406" 3 1 6 1 0.611057503824588
"407" 3 1 7 1 0.502986862808
"408" 3 1 8 1 0.426348642561119
"409" 3 1 9 1 0.763428847347386
"410" 3 1 10 1 2.73267193645146
"411" 3 1 11 0 1.44764939988684
"412" 3 1 12 0 2.63506571723614
"413" 3 1 13 1 0.400501344004646
"414" 3 1 14 0 2.4764642080795
"415" 3 1 15 0 0.973910956116859
"416" 3 1 16 1 0.384720764494035
"417" 3 1 17 1 0.496725606805179
"418" 3 1 18 1 0.355015675416216
"419" 3 1 19 1 0.402695586918388
"420" 3 1 20 1 0.581156559197698
"421" 3 1 21 0 0.465412422793452
"422" 3 1 22 1 0.860580640605185
"423" 3 1 23 0 1.80452908986108
"424" 3 1 24 1 0.317742220387328
"425" 3 1 25 1 0.454565728630871
"426" 3 1 26 0 0.62687365987571
"427" 3 1 27 1 0.476224980224855
"428" 3 1 28 1 1.2082395617743
"429" 3 1 29 1 0.80052264088532
"430" 3 1 30 1 0.309199029963929
"431" 3 1 31 1 0.371575034781359
"432" 3 1 32 1 0.469166643335018
"433" 3 1 33 0 0.431966548355762
"434" 3 1 34 0 0.387813926790375
"435" 3 1 35 1 0.697522134792991
"436" 3 1 36 1 0.550602619126439
"437" 3 1 37 1 0.428469987403601
"438" 3 1 38 0 0.461758113611955
"439" 3 1 39 1 0.4083069623271
"440" 3 1 40 1 0.962725906984881
"441" 3 1 41 0 0.732551849147305
"442" 3 1 42 1 0.54908351991605
"443" 3 1 43 1 0.939813347059768
"444" 3 1 44 1 0.610712794244755
"445" 3 1 45 1 0.518826511160005
"446" 3 1 46 0 1.02187293272233
"447" 3 1 47 0 1.53672128693433
"448" 3 1 48 1 0.438646380675025
"449" 3 1 49 1 1.28077091423329
"450" 3 1 50 1 0.898754226329271
"451" 3 1 51 1 0.403723548190668
"452" 3 1 52 1 0.691234463272151
"453" 3 1 53 1 0.55677778699249
"454" 3 1 54 1 0.315873405031394
"455" 3 1 55 1 1.13600569193438
"456" 3 1 56 0 0.711290449614637
"457" 3 1 57 0 1.52208130080951
"458" 3 1 58 0 0.588958737242967
"459" 3 1 59 1 1.01835631791828
"460" 3 1 60 0 0.3462323579886
"461" 3 1 61 1 0.513296472546644
"462" 3 1 62 1 0.644373500318266
"463" 3 1 63 1 0.526566357452422
"464" 3 1 64 1 0.527150357452221
"465" 3 1 65 1 0.829323457279708
"466" 3 1 66 1 3.71457189594582
"467" 3 1 67 1 0.498254518788774
"468" 3 1 68 1 0.435688671010081
"469" 3 1 69 1 0.442272829034366
"470" 3 1 70 1 0.721129893165547
"471" 3 1 71 0 0.505009310815483
"472" 3 1 72 0 2.7782974371193
"473" 3 1 73 0 0.648339031710755
"474" 3 1 74 1 0.486557559088338
"475" 3 1 75 1 0.738445417610463
"476" 3 1 76 1 0.492154828285333
"477" 3 1 77 1 0.690207585953176
"478" 3 1 78 1 0.704523642028682
"479" 3 1 79 1 1.7345047733197
"480" 3 1 80 1 0.361626615082379
"481" 3 1 81 1 0.642876732300036
"482" 3 1 82 1 1.24963932842854
"483" 3 1 83 0 0.584697704568505
"484" 3 1 84 1 0.767576329566073
"485" 3 1 85 1 0.768242092887871
"486" 3 1 86 1 0.789443662566133
"487" 3 1 87 1 0.365359339705668
"488" 3 1 88 1 0.432580825298559
"489" 3 1 89 1 0.557101679095533
"490" 3 1 90 0 0.760879665052984
"491" 3 1 91 1 0.32165977355605
"492" 3 1 92 1 0.347196544584818
"493" 3 1 93 1 0.376248763998039
"494" 3 1 94 0 1.20599871153897
"495" 3 1 95 1 0.399125522780232
"496" 3 1 96 1 0.466518350526225
"497" 3 1 97 1 0.516792099511717
"498" 3 1 98 1 0.488661940705963
"499" 3 1 99 1 0.323272777906153
"500" 3 1 100 1 1.26583725332003
"501" 3 1 101 1 0.452224290676881
"502" 3 1 102 1 1.33442349330988
"503" 3 1 103 1 0.33904586359812
"504" 3 1 104 0 0.782952736186329
"505" 3 1 105 1 0.502081043608952
"506" 3 1 106 1 0.352984962867573
"507" 3 1 107 0 0.563072822449263
"508" 3 1 108 1 0.404208727404475
"509" 3 1 109 1 1.39192112577055
"510" 3 1 110 0 1.31823178063706
"511" 3 1 111 1 0.549593278204557
"512" 3 1 112 1 0.5587286791238
"513" 3 1 113 0 0.662711253323127
"514" 3 1 114 1 0.330133483705576
"515" 3 1 115 0 0.716064229529351
"516" 3 1 116 1 0.561111044856254
"517" 3 1 117 0 0.417695148673374
"518" 3 1 118 1 0.724935725761577
"519" 3 1 119 1 0.32615734304674
"520" 3 1 120 0 1.42655140010919
"521" 3 1 121 0 1.53078083171882
"522" 3 1 122 0 0.437838020952884
"523" 3 1 123 1 1.71707250916353
"524" 3 1 124 1 0.330309099615086
"525" 3 1 125 0 0.370298795388546
"526" 3 1 126 1 0.686242175292689
"527" 3 1 127 1 0.670451943305787
"528" 3 1 128 1 0.340631061912514
"529" 3 1 129 1 0.375457254370675
"530" 3 1 130 0 0.428204573162366
"531" 3 1 131 1 0.552641095721163
"532" 3 1 132 0 0.7079609787683
"533" 3 1 133 1 1.08358238459239
"534" 3 1 134 0 0.550003467597533
"535" 3 1 135 1 0.563546551194508
"536" 3 1 136 0 0.543428447145037
"537" 3 1 137 1 0.61153928478295
"538" 3 1 138 1 0.610177967993077
"539" 3 1 139 1 1.6839342823904
"540" 3 1 140 0 1.47657706983853
"541" 3 1 141 1 0.58579882345954
"542" 3 1 142 1 0.521121843532193
"543" 3 1 143 0 0.383197433329653
"544" 3 1 144 1 0.586383162194863
"545" 3 1 145 1 0.332614421586972
"546" 3 1 146 1 0.517415995628573
"547" 3 1 147 1 0.362845860727597
"548" 3 1 148 1 0.490988592940383
"549" 3 1 149 1 0.46190317916777
"550" 3 1 150 1 0.382986894165166
"551" 3 1 151 0 0.439381606171373
"552" 3 1 152 1 0.364299077914096
"553" 3 1 153 0 0.297625495994929
"554" 3 1 154 1 0.514095985432155
"555" 3 1 155 1 0.784271353925578
"556" 3 1 156 0 1.18610334091866
"557" 3 1 157 0 0.598100068591535
"558" 3 1 158 0 0.996652192689013
"559" 3 1 159 1 0.333429788813926
"560" 3 1 160 0 0.642341089016292
"561" 3 1 161 0 0.519043586467393
"562" 3 1 162 1 0.874580052974168
"563" 3 1 163 0 0.539788852326572
"564" 3 1 164 1 1.72473056234559
"565" 3 1 165 1 0.530087465937249
"566" 3 1 166 1 0.382336410472169
"567" 3 1 167 1 0.569111097627319
"568" 3 1 168 1 0.51790058742417
"569" 3 1 169 1 0.468030965960119
"570" 3 1 170 1 0.5638646810879
"571" 3 1 171 1 0.338703652125318
"572" 3 1 172 1 1.13935736810183
"573" 3 1 173 0 1.287284534181
"574" 3 1 174 1 0.3549602716933
"575" 3 1 175 1 0.980941814729944
"576" 3 1 176 1 1.06447030519228
"577" 3 1 177 1 0.397830851126462
"578" 3 1 178 1 0.746088552553672
"579" 3 1 179 0 2.17380419726204
"580" 3 1 180 1 0.837444078939036
"581" 3 1 181 1 0.586759066468105
"582" 3 1 182 1 0.480739003647584
"583" 3 1 183 1 0.465348216712941
"584" 3 1 184 1 0.477168222884182
"585" 3 1 185 1 0.589806302341167
"586" 3 1 186 1 0.520166455612052
"587" 3 1 187 1 0.727105786879081
"588" 3 1 188 0 1.23209500181209
"589" 3 1 189 1 0.645352228904609
"590" 3 1 190 1 0.841876596116927
"591" 3 1 191 1 0.539104939138051
"592" 3 1 192 1 0.572739924811758
"593" 3 1 193 1 0.669127526673954
"594" 3 1 194 1 0.589947991220281
"595" 3 1 195 1 0.920042246180586
"596" 3 1 196 1 0.99009255126724
"597" 3 1 197 0 0.575954839979764
"598" 3 1 198 0 0.969693538102787
"599" 3 1 199 1 0.597663489104249
"600" 3 1 200 1 1.52376232299302
"601" 4 1 1 0 0.463099779117387
"602" 4 1 2 1 1.20206156841293
"603" 4 1 3 1 0.345812012210023
"604" 4 1 4 1 0.737596499441657
"605" 4 1 5 0 1.12151818872476
"606" 4 1 6 1 1.03669195035752
"607" 4 1 7 1 0.641745430378243
"608" 4 1 8 1 0.691670019179583
"609" 4 1 9 1 0.712854463334661
"610" 4 1 10 0 0.562173519465607
"611" 4 1 11 1 0.680053764095064
"612" 4 1 12 0 1.88330023715133
"613" 4 1 13 1 0.601843263030052
"614" 4 1 14 1 0.911805820600595
"615" 4 1 15 1 0.330446555311792
"616" 4 1 16 0 0.496878022545017
"617" 4 1 17 1 0.346179614281282
"618" 4 1 18 1 0.654776521438267
"619" 4 1 19 1 0.872228509456851
"620" 4 1 20 1 0.338048069712706
"621" 4 1 21 1 0.419109658944886
"622" 4 1 22 1 0.57380666653486
"623" 4 1 23 1 0.354160921492614
"624" 4 1 24 1 0.711504703163635
"625" 4 1 25 0 0.696238605009392
"626" 4 1 26 1 0.424974835350644
"627" 4 1 27 1 1.444476543108
"628" 4 1 28 1 0.570727023085579
"629" 4 1 29 1 1.75164985136827
"630" 4 1 30 1 1.10513964736415
"631" 4 1 31 1 0.692174289017916
"632" 4 1 32 1 1.25704264557036
"633" 4 1 33 1 0.576836508461274
"634" 4 1 34 1 0.568162220618688
"635" 4 1 35 1 0.30990208718786
"636" 4 1 36 1 0.800184620670043
"637" 4 1 37 1 1.63027337061008
"638" 4 1 38 0 2.56892642136477
"639" 4 1 39 1 1.09318140608585
"640" 4 1 40 0 2.37447291439027
"641" 4 1 41 1 0.728716466240119
"642" 4 1 42 1 1.23033854747703
"643" 4 1 43 1 0.391046334970277
"644" 4 1 44 1 0.520993860531133
"645" 4 1 45 1 0.569494003065862
"646" 4 1 46 1 0.560746973011643
"647" 4 1 47 1 1.79070187170012
"648" 4 1 48 1 1.02318882597424
"649" 4 1 49 1 0.409996253607329
"650" 4 1 50 1 1.35832272212999
"651" 4 1 51 0 0.470333168074954
"652" 4 1 52 1 0.367689126102719
"653" 4 1 53 1 0.764397087976337
"654" 4 1 54 1 0.868079321116675
"655" 4 1 55 1 1.65005299233133
"656" 4 1 56 1 0.477271475860849
"657" 4 1 57 0 4.25863734008838
"658" 4 1 58 0 0.570111524634995
"659" 4 1 59 1 1.16308612138266
"660" 4 1 60 1 0.675863864028361
"661" 4 1 61 1 3.66023380566156
"662" 4 1 62 1 0.95324201462185
"663" 4 1 63 1 0.792997815790121
"664" 4 1 64 0 0.75546208058577
"665" 4 1 65 1 0.603703036026563
"666" 4 1 66 1 0.600374156672973
"667" 4 1 67 1 0.761754425814375
"668" 4 1 68 0 0.685053722843993
"669" 4 1 69 1 1.10346609512484
"670" 4 1 70 1 0.359773359768558
"671" 4 1 71 1 1.10595187607594
"672" 4 1 72 1 1.64014131104434
"673" 4 1 73 1 0.493384330177214
"674" 4 1 74 1 0.724306110199075
"675" 4 1 75 1 1.75632407525228
"676" 4 1 76 1 1.28162514455803
"677" 4 1 77 1 1.73778177444963
"678" 4 1 78 1 1.15825012640702
"679" 4 1 79 1 0.701250068604946
"680" 4 1 80 1 0.420933812591713
"681" 4 1 81 1 0.460411694502924
"682" 4 1 82 0 0.59070161570888
"683" 4 1 83 1 0.412737547244411
"684" 4 1 84 0 0.7976543045789
"685" 4 1 85 0 0.598678000788204
"686" 4 1 86 0 0.63637013967149
"687" 4 1 87 1 0.727490385640413
"688" 4 1 88 1 0.542119253664278
"689" 4 1 89 1 0.477053442446515
"690" 4 1 90 1 1.08173841610784
"691" 4 1 91 1 1.20713351138588
"692" 4 1 92 1 0.722689209003001
"693" 4 1 93 0 0.554765647798311
"694" 4 1 94 1 2.50948970194999
"695" 4 1 95 1 0.731406053987797
"696" 4 1 96 0 0.733519865497015
"697" 4 1 97 1 0.338741301108617
"698" 4 1 98 1 0.465172322936356
