"subjs" "group" "conds" "trial" "choice" "rt"
"58" 1 1 1 58 1 0.640550123325316
"59" 1 1 1 59 1 1.70969575324492
"60" 1 1 1 60 1 0.722613353511551
"61" 1 1 1 61 1 1.07249374473817
"62" 1 1 1 62 1 0.48179162558075
"63" 1 1 1 63 0 0.322097660805564
"64" 1 1 1 64 1 0.722094357264927
"65" 1 1 1 65 0 0.268527021323564
"66" 1 1 1 66 1 0.818331177758286
"67" 1 1 1 67 1 0.650756174058188
"68" 1 1 1 68 1 1.59585662706755
"69" 1 1 1 69 1 0.439179485010216
"70" 1 1 1 70 1 0.613662050149171
"71" 1 1 1 71 1 0.880611482291482
"72" 1 1 1 72 1 0.762424594086828
"73" 1 1 1 73 1 0.589845575280022
"74" 1 1 1 74 1 1.11812052997458
"75" 1 1 1 75 1 0.717564880171092
"76" 1 1 1 76 1 0.656431104013464
"77" 1 1 1 77 1 0.453965155133046
"78" 1 1 1 78 0 1.05763545067282
"79" 1 1 1 79 1 2.29703408551123
"80" 1 1 1 80 1 0.773683534988668
"81" 1 1 1 81 1 0.628254772675224
"82" 1 1 1 82 1 0.844894567348296
"83" 1 1 1 83 0 0.697360601532972
"84" 1 1 1 84 1 0.389465459651081
"85" 1 1 1 85 1 1.72743139715097
"86" 1 1 1 86 0 1.31364287696686
"87" 1 1 1 87 1 0.460635510295164
"88" 1 1 1 88 1 1.23846667473204
"89" 1 1 1 89 1 0.606307131465292
"90" 1 1 1 90 1 0.702630369971273
"91" 1 1 1 91 1 0.497704298500903
"92" 1 1 1 92 1 1.44871173948888
"93" 1 1 1 93 1 1.66451155638159
"94" 1 1 1 94 1 0.948663897447521
"95" 1 1 1 95 1 0.445849643478869
"96" 1 1 1 96 1 0.40763172104815
"97" 1 1 1 97 1 0.487239499865565
"98" 1 1 1 98 1 1.28557599385316
"99" 1 1 1 99 1 0.440415512112202
"100" 1 1 1 100 1 0.765566345894942
"101" 1 1 1 101 1 0.462802585389465
"102" 1 1 1 102 1 0.616077483735513
"103" 1 1 1 103 1 0.385156675174832
"104" 1 1 1 104 0 0.456161700793542
"105" 1 1 1 105 1 0.581989402216161
"106" 1 1 1 106 1 0.547999303692486
"107" 1 1 1 107 1 0.435972111429321
"108" 1 1 1 108 1 0.983321402139263
"109" 1 1 1 109 1 1.15457111445116
"110" 1 1 1 110 1 0.839829203574685
"111" 1 1 1 111 1 1.36089966577827
"112" 1 1 1 112 1 1.28546127803973
"113" 1 1 1 113 1 1.50635960017843
"114" 1 1 1 114 1 0.771106270539807
"115" 1 1 1 115 0 0.550506789515726
"116" 1 1 1 116 1 1.57942601697333
"117" 1 1 1 117 1 0.777865846586414
"118" 1 1 1 118 1 1.15521459321375
"119" 1 1 1 119 1 0.601619349133922
"120" 1 1 1 120 1 0.645555948254652
"121" 1 1 1 121 1 1.39919729065988
"122" 1 1 1 122 1 0.994369611081667
"123" 1 1 1 123 0 0.544197554588318
"124" 1 1 1 124 1 0.774464629157446
"125" 1 1 1 125 1 1.57039772271551
"126" 1 1 1 126 1 0.56869006738672
"127" 1 1 1 127 1 0.913223383918172
"128" 1 1 1 128 0 0.629127998667769
"129" 1 1 1 129 1 0.616842280097073
"130" 1 1 1 130 1 0.446297361011384
"131" 1 1 1 131 0 0.59660101899039
"132" 1 1 1 132 1 0.332691880565602
"133" 1 1 1 133 1 0.647085252619814
"134" 1 1 1 134 1 0.448864327078918
"135" 1 1 1 135 1 0.295825972749153
"136" 1 1 1 136 0 1.29437515226728
"137" 1 1 1 137 0 0.592971030578716
"138" 1 1 1 138 1 0.452763217316242
"139" 1 1 1 139 1 0.687379440985853
"140" 1 1 1 140 1 1.34734002109175
"141" 1 1 1 141 1 0.348718973416369
"142" 1 1 1 142 1 0.482764115750091
"143" 1 1 1 143 1 0.324315740868915
"144" 1 1 1 144 1 0.46802102556196
"145" 1 1 1 145 1 0.372525901533896
"146" 1 1 1 146 1 2.03882653360395
"147" 1 1 1 147 1 2.08432183883339
"148" 1 1 1 148 1 0.518904059136519
"149" 1 1 1 149 1 0.622979350738926
"150" 1 1 1 150 1 1.18910821643937
"151" 1 1 1 151 1 0.915339244372444
"152" 1 1 1 152 1 0.529013943012804
"153" 1 1 1 153 1 0.607086667334195
"154" 1 1 1 154 1 1.69471613555239
"155" 1 1 1 155 0 1.28571428885916
"156" 1 1 1 156 1 0.579834070670418
"157" 1 1 1 157 0 0.680512320786249
"158" 1 1 1 158 1 2.23998086239607
"159" 1 1 1 159 0 1.12497201419761
"160" 1 1 1 160 1 1.68634367525671
"161" 1 1 1 161 1 0.971779290280072
"162" 1 1 1 162 1 0.552843706415501
"163" 1 1 1 163 1 0.894312217124505
"164" 1 1 1 164 1 0.700841035283171
"165" 1 1 1 165 1 0.84956817773683
"166" 1 1 1 166 1 0.54028170641046
"167" 1 1 1 167 1 1.29568154929904
"168" 1 1 1 168 1 0.525815240386175
"169" 1 1 1 169 1 0.982787670046557
"170" 1 1 1 170 1 1.0886155251218
"171" 1 1 1 171 1 0.61898295589257
"172" 1 1 1 172 1 0.400819744304754
"173" 1 1 1 173 1 0.963918840211351
"174" 1 1 1 174 1 0.542125805200543
"175" 1 1 1 175 1 0.735166948856553
"176" 1 1 1 176 1 0.510416604274651
"177" 1 1 1 177 1 1.57396426863386
"178" 1 1 1 178 1 0.697780585084343
"179" 1 1 1 179 1 0.827390045100357
"180" 1 1 1 180 1 0.451893600531621
"181" 1 1 1 181 1 1.1185931802534
"182" 1 1 1 182 1 1.02234539090842
"183" 1 1 1 183 1 1.20990214536828
"184" 1 1 1 184 1 0.755214374736184
"185" 1 1 1 185 1 0.875206758341985
"186" 1 1 1 186 1 1.52284843146545
"187" 1 1 1 187 1 0.373252790498547
"188" 1 1 1 188 1 0.991617732937681
"189" 1 1 1 189 1 0.583174040454673
"190" 1 1 1 190 1 0.546750707090832
"191" 1 1 1 191 1 1.31507101827464
"192" 1 1 1 192 1 1.55021697627008
"193" 1 1 1 193 1 0.635038931897841
"194" 1 1 1 194 1 1.32474044045969
"195" 1 1 1 195 1 1.08092757350998
"196" 1 1 1 196 1 2.00278637413983
"197" 1 1 1 197 1 0.399619479628513
"198" 1 1 1 198 1 0.543021449911175
"199" 1 1 1 199 1 0.530648376506753
"200" 1 1 1 200 1 0.411278252438875
"201" 1 1 2 1 1 0.744717338930117
"202" 1 1 2 2 1 0.524368994219461
"203" 1 1 2 3 0 0.602777864859672
"204" 1 1 2 4 1 0.387118165651569
"205" 1 1 2 5 1 0.51377329609124
"206" 1 1 2 6 1 0.366862060285872
"207" 1 1 2 7 1 0.370735240260372
"208" 1 1 2 8 0 0.488569986450719
"209" 1 1 2 9 1 0.526939538957784
"210" 1 1 2 10 1 0.676416371636093
"211" 1 1 2 11 1 0.584486278671771
"212" 1 1 2 12 0 0.641062671468593
"213" 1 1 2 13 1 0.997183222347638
"214" 1 1 2 14 1 0.396469243952539
"215" 1 1 2 15 1 0.841055935688317
"216" 1 1 2 16 1 0.535518376709195
"217" 1 1 2 17 1 0.433414319730364
"218" 1 1 2 18 1 0.57980616426398
"219" 1 1 2 19 1 0.42039880475658
"220" 1 1 2 20 1 0.517663776353933
"221" 1 1 2 21 1 0.309334821708268
"222" 1 1 2 22 1 0.464054421174573
"223" 1 1 2 23 1 0.389362925989553
"224" 1 1 2 24 1 0.607602213714039
"225" 1 1 2 25 0 0.39979449048778
"226" 1 1 2 26 1 0.333658048418583
"227" 1 1 2 27 1 0.443100444759708
"228" 1 1 2 28 1 0.405570245176321
"229" 1 1 2 29 1 0.497826475925278
"230" 1 1 2 30 1 1.50342944951309
"231" 1 1 2 31 1 0.354992648577085
"232" 1 1 2 32 1 0.368981630756054
"233" 1 1 2 33 1 0.364452493307646
"234" 1 1 2 34 1 0.348432380482554
"235" 1 1 2 35 1 0.308954304223182
"236" 1 1 2 36 1 0.434696900597308
"237" 1 1 2 37 1 0.492754869256634
"238" 1 1 2 38 1 0.561865413391497
"239" 1 1 2 39 1 0.494132174480706
"240" 1 1 2 40 1 0.795981510459446
"241" 1 1 2 41 1 0.424720877737971
"242" 1 1 2 42 1 0.861664548794739
"243" 1 1 2 43 0 0.353782233054284
"244" 1 1 2 44 1 0.672634540443774
"245" 1 1 2 45 1 0.390740048982669
"246" 1 1 2 46 1 0.449777137916069
"247" 1 1 2 47 1 0.495810549043119
"248" 1 1 2 48 1 0.389979776856955
"249" 1 1 2 49 1 0.499388259229017
"250" 1 1 2 50 1 0.380943499170011
"251" 1 1 2 51 1 0.391021463606274
"252" 1 1 2 52 1 0.427822029124945
"253" 1 1 2 53 1 0.336429437574232
"254" 1 1 2 54 1 0.326605615428649
"255" 1 1 2 55 1 0.273764354061335
"256" 1 1 2 56 1 0.32823899246729
"257" 1 1 2 57 0 0.554178968677763
"258" 1 1 2 58 0 0.488207917433232
"259" 1 1 2 59 1 0.984416648825631
"260" 1 1 2 60 0 1.15860690361331
"261" 1 1 2 61 1 0.79234311641031
"262" 1 1 2 62 1 0.529982525865082
"263" 1 1 2 63 1 0.335271148371045
"264" 1 1 2 64 1 0.317414708088385
"265" 1 1 2 65 1 0.514843872416532
"266" 1 1 2 66 1 0.641816452375613
"267" 1 1 2 67 1 0.307932188888313
"268" 1 1 2 68 1 0.350321887430502
"269" 1 1 2 69 1 0.796747614959721
"270" 1 1 2 70 1 0.816293487134855
"271" 1 1 2 71 1 0.396266623656498
"272" 1 1 2 72 0 0.429668166936841
"273" 1 1 2 73 1 0.554978239618708
"274" 1 1 2 74 1 1.34467772667576
"275" 1 1 2 75 1 0.797163809183519
"276" 1 1 2 76 1 0.739823840087513
"277" 1 1 2 77 1 0.294257297973614
"278" 1 1 2 78 1 0.345962245408213
"279" 1 1 2 79 1 0.346068174449494
"280" 1 1 2 80 1 0.35605018847785
"281" 1 1 2 81 1 0.363317289720057
"282" 1 1 2 82 1 0.448489086447749
"283" 1 1 2 83 1 0.386704432749888
"284" 1 1 2 84 1 0.59565062946151
"285" 1 1 2 85 1 0.322796950881602
"286" 1 1 2 86 1 0.679862871572375
"287" 1 1 2 87 1 1.06582446002518
"288" 1 1 2 88 1 0.665153323049424
"289" 1 1 2 89 1 0.692079597766744
"290" 1 1 2 90 1 0.597030635009054
"291" 1 1 2 91 1 0.345349230553024
"292" 1 1 2 92 0 0.422841219968162
"293" 1 1 2 93 1 0.415293946009129
"294" 1 1 2 94 1 0.295996554436395
"295" 1 1 2 95 1 0.628661428319523
"296" 1 1 2 96 1 0.365705627879128
"297" 1 1 2 97 1 0.333039642173564
"298" 1 1 2 98 1 1.06731110418285
"299" 1 1 2 99 1 0.381177422466455
"300" 1 1 2 100 1 0.356823444403941
"301" 1 1 2 101 1 0.834293095953297
"302" 1 1 2 102 1 0.374874827582156
"303" 1 1 2 103 1 1.54246492334758
"304" 1 1 2 104 1 1.29030356283439
"305" 1 1 2 105 0 0.3239235716369
"306" 1 1 2 106 1 0.535303606098751
"307" 1 1 2 107 0 0.349696597059257
"308" 1 1 2 108 1 0.849625390974106
"309" 1 1 2 109 1 0.695667929741321
"310" 1 1 2 110 0 0.67500176402973
"311" 1 1 2 111 1 0.45770346498047
"312" 1 1 2 112 1 0.341943846985931
"313" 1 1 2 113 1 0.536615293479059
"314" 1 1 2 114 1 0.459163644870045
"315" 1 1 2 115 1 0.639423227538588
"316" 1 1 2 116 1 0.919167360486463
"317" 1 1 2 117 1 0.705010465162573
"318" 1 1 2 118 1 0.797662929758197
"319" 1 1 2 119 0 0.561835530852666
"320" 1 1 2 120 1 0.659153382318327
"321" 1 1 2 121 0 0.409407276954968
"322" 1 1 2 122 1 0.772742763977964
"323" 1 1 2 123 1 0.333005979532842
"324" 1 1 2 124 1 0.641213835722767
"325" 1 1 2 125 1 0.334470803972101
"326" 1 1 2 126 1 0.401079453377053
"327" 1 1 2 127 1 0.419345313582802
"328" 1 1 2 128 1 0.603858810170321
"329" 1 1 2 129 1 0.399453930863412
"330" 1 1 2 130 1 0.394776270349743
"331" 1 1 2 131 1 0.799747095568804
"332" 1 1 2 132 1 0.83827068381873
"333" 1 1 2 133 1 0.479525403385051
"334" 1 1 2 134 0 0.396252902036998
"335" 1 1 2 135 1 1.0739868629321
"336" 1 1 2 136 1 0.632395128300414
"337" 1 1 2 137 1 0.836097178065917
"338" 1 1 2 138 1 1.00531378327659
"339" 1 1 2 139 1 0.39926687879907
"340" 1 1 2 140 0 0.706318560433341
"341" 1 1 2 141 1 0.954620003296994
"342" 1 1 2 142 1 0.501679614333669
"343" 1 1 2 143 1 0.663780849947594
"344" 1 1 2 144 1 1.39396434839326
"345" 1 1 2 145 1 0.654767360372702
"346" 1 1 2 146 1 0.426894717611605
"347" 1 1 2 147 0 0.589842345666839
"348" 1 1 2 148 1 0.547571524735075
"349" 1 1 2 149 1 0.787212892439449
"350" 1 1 2 150 1 0.629678538940381
"351" 1 1 2 151 0 0.629771135091549
"352" 1 1 2 152 1 0.364812138743466
"353" 1 1 2 153 1 0.343619711871492
"354" 1 1 2 154 1 0.428311720174504
"355" 1 1 2 155 1 0.361815192957409
"356" 1 1 2 156 1 0.492834467344219
"357" 1 1 2 157 1 0.397714843529044
"358" 1 1 2 158 1 0.374180089985253
"359" 1 1 2 159 1 0.349149278311757
"360" 1 1 2 160 1 0.491463847112609
"361" 1 1 2 161 1 0.391350113426568
"362" 1 1 2 162 1 0.455429602253018
"363" 1 1 2 163 1 0.366165399548365
"364" 1 1 2 164 0 0.491627155348193
"365" 1 1 2 165 1 0.302947457266971
"366" 1 1 2 166 1 0.398914502104977
"367" 1 1 2 167 1 0.544822659370257
"368" 1 1 2 168 1 0.668856167970458
"369" 1 1 2 169 1 0.334379269828787
"370" 1 1 2 170 1 0.519117710392457
"371" 1 1 2 171 1 2.02982849264285
"372" 1 1 2 172 1 0.3880007916342
"373" 1 1 2 173 1 0.60348608012055
"374" 1 1 2 174 1 0.403916205525398
"375" 1 1 2 175 1 0.299157650894718
"376" 1 1 2 176 1 0.456624532476533
"377" 1 1 2 177 1 0.895789899764815
"378" 1 1 2 178 1 1.24786936714454
"379" 1 1 2 179 1 0.827291013649432
"380" 1 1 2 180 1 1.06921340001537
"381" 1 1 2 181 1 0.532078547777608
"382" 1 1 2 182 1 0.448179493834032
"383" 1 1 2 183 0 0.793658644810785
"384" 1 1 2 184 1 0.446996158074122
"385" 1 1 2 185 1 0.427255367755191
"386" 1 1 2 186 1 1.17723780475836
"387" 1 1 2 187 1 0.510101974598831
"388" 1 1 2 188 1 0.550940528820735
"389" 1 1 2 189 1 1.6923618633803
"390" 1 1 2 190 1 0.554831605406478
"391" 1 1 2 191 1 0.474447375036776
"392" 1 1 2 192 1 0.729928545822622
"393" 1 1 2 193 1 0.964530138350558
"394" 1 1 2 194 1 0.376610341308638
"395" 1 1 2 195 1 0.754737723963568
"396" 1 1 2 196 1 0.374496081506601
"397" 1 1 2 197 1 0.55963245907682
"398" 1 1 2 198 1 0.523596068068873
"399" 1 1 2 199 0 1.06201332168072
"400" 1 1 2 200 1 0.319830812671222
"401" 1 1 3 1 1 0.595248831260484
"402" 1 1 3 2 1 0.529402040674817
"403" 1 1 3 3 0 0.540503672318067
"404" 1 1 3 4 1 1.22692216799711
"405" 1 1 3 5 1 0.868885206011124
"406" 1 1 3 6 1 0.874954470266122
"407" 1 1 3 7 1 0.552660130607197
"408" 1 1 3 8 1 2.5495887803568
"409" 1 1 3 9 1 0.432698568772757
"410" 1 1 3 10 1 0.388212385657709
"411" 1 1 3 11 1 1.18595802102354
"412" 1 1 3 12 1 0.859801497065229
"413" 1 1 3 13 1 0.601511678899173
"414" 1 1 3 14 0 0.82813089746004
"415" 1 1 3 15 0 0.720534276209539
"416" 1 1 3 16 1 0.650521279925015
"417" 1 1 3 17 1 0.303272698331391
"418" 1 1 3 18 0 0.691883501516189
"419" 1 1 3 19 1 0.880191700999858
"420" 1 1 3 20 1 0.633022437897977
"421" 1 1 3 21 1 1.17807489088364
"422" 1 1 3 22 1 0.983626859350363
"423" 1 1 3 23 1 0.46785597811034
"424" 1 1 3 24 1 1.44371804307285
"425" 1 1 3 25 1 0.564987212823704
"426" 1 1 3 26 1 0.493929097241256
"427" 1 1 3 27 1 1.39625128088123
"428" 1 1 3 28 1 0.365132052008994
"429" 1 1 3 29 1 0.648845512667904
"430" 1 1 3 30 1 0.999840519692749
"431" 1 1 3 31 1 2.13248563458817
"432" 1 1 3 32 1 0.416497864671983
"433" 1 1 3 33 1 0.496452096975874
"434" 1 1 3 34 0 1.0627780583275
"435" 1 1 3 35 1 1.18205772051681
"436" 1 1 3 36 1 0.635046014600899
"437" 1 1 3 37 1 0.551567014190834
"438" 1 1 3 38 1 0.48883929287456
"439" 1 1 3 39 1 0.937047156671062
"440" 1 1 3 40 1 0.416076370594325
"441" 1 1 3 41 1 0.690255470903125
"442" 1 1 3 42 1 0.500619379011448
"443" 1 1 3 43 1 0.672831913386937
"444" 1 1 3 44 1 0.918785283437697
"445" 1 1 3 45 0 0.736784464043565
"446" 1 1 3 46 0 0.517494061056292
"447" 1 1 3 47 1 1.27435635926132
"448" 1 1 3 48 1 0.883118031071965
"449" 1 1 3 49 1 0.3635160882317
"450" 1 1 3 50 1 0.574456031432608
"451" 1 1 3 51 1 1.32718453270313
"452" 1 1 3 52 1 0.636939549400937
"453" 1 1 3 53 1 0.407989026482683
"454" 1 1 3 54 0 0.466312944869045
"455" 1 1 3 55 1 1.5947864313121
"456" 1 1 3 56 1 1.23746136670932
"457" 1 1 3 57 1 2.02352168342215
"458" 1 1 3 58 1 0.526270701276604
"459" 1 1 3 59 0 1.14455693083699
"460" 1 1 3 60 1 0.857768749673152
"461" 1 1 3 61 1 0.567873885116074
"462" 1 1 3 62 0 0.469466324167093
"463" 1 1 3 63 1 2.59916034777556
"464" 1 1 3 64 1 0.434799833485624
"465" 1 1 3 65 1 0.391537299553631
"466" 1 1 3 66 1 0.410363407977391
"467" 1 1 3 67 1 1.9543052183562
"468" 1 1 3 68 1 0.423120939046377
"469" 1 1 3 69 1 0.298932466930943
"470" 1 1 3 70 1 0.572225375874899
"471" 1 1 3 71 1 1.20390662729694
"472" 1 1 3 72 1 1.41787001422979
"473" 1 1 3 73 1 0.861746201759204
"474" 1 1 3 74 1 0.961165141124278
"475" 1 1 3 75 1 1.10851377426763
"476" 1 1 3 76 1 0.689830814023502
"477" 1 1 3 77 1 0.702518351436127
"478" 1 1 3 78 1 0.436407544773305
"479" 1 1 3 79 1 1.42141096681985
"480" 1 1 3 80 0 0.596894149782136
"481" 1 1 3 81 1 0.56412788917427
"482" 1 1 3 82 0 0.558898496403359
"483" 1 1 3 83 1 1.21191479723528
"484" 1 1 3 84 1 1.6946919691239
"485" 1 1 3 85 1 2.3717117638709
"486" 1 1 3 86 1 0.461437818396138
"487" 1 1 3 87 1 0.561927355251275
"488" 1 1 3 88 1 1.41811868420127
"489" 1 1 3 89 1 0.55523119143676
"490" 1 1 3 90 1 0.408674975035945
"491" 1 1 3 91 1 0.454602459574817
"492" 1 1 3 92 1 1.05609812405426
"493" 1 1 3 93 1 0.698450037878472
"494" 1 1 3 94 1 1.92289454932837
"495" 1 1 3 95 1 1.27729503737483
"496" 1 1 3 96 1 1.49358833050239
"497" 1 1 3 97 1 1.53443117466616
"498" 1 1 3 98 1 1.01616034144955
"499" 1 1 3 99 1 0.818404920534231
"500" 1 1 3 100 1 0.581988988154102
"501" 1 1 3 101 1 0.991235825758893
"502" 1 1 3 102 0 0.669423026730074
"503" 1 1 3 103 1 0.979058167254087
"504" 1 1 3 104 1 0.658306617971277
"505" 1 1 3 105 1 0.496431429579388
"506" 1 1 3 106 0 0.463211436177604
"507" 1 1 3 107 1 0.469704539895058
"508" 1 1 3 108 1 0.945772443611175
"509" 1 1 3 109 1 1.23224945695396
"510" 1 1 3 110 1 0.79007343572937
"511" 1 1 3 111 0 1.61647913355054
"512" 1 1 3 112 1 0.314953941394808
"513" 1 1 3 113 1 0.31340695576719
"514" 1 1 3 114 1 1.05319607300987
"515" 1 1 3 115 1 2.15158245965838
"516" 1 1 3 116 1 1.08279920767783
"517" 1 1 3 117 1 0.817078690673225
"518" 1 1 3 118 0 0.567765350074973
"519" 1 1 3 119 1 0.353563464354025
"520" 1 1 3 120 1 0.454113106459845
"521" 1 1 3 121 1 0.715413807927398
"522" 1 1 3 122 1 0.598055215265835
"523" 1 1 3 123 1 0.823317556969821
"524" 1 1 3 124 1 0.499569458451355
"525" 1 1 3 125 1 0.415824162722332
"526" 1 1 3 126 1 0.96174892934924
"527" 1 1 3 127 1 0.399170464959694
"528" 1 1 3 128 0 0.766223602079554
"529" 1 1 3 129 1 0.876947337619495
"530" 1 1 3 130 1 0.722455702287844
"531" 1 1 3 131 1 0.844344504785026
"532" 1 1 3 132 1 1.26145813910803
"533" 1 1 3 133 0 0.693592201908352
"534" 1 1 3 134 1 0.426943882569671
"535" 1 1 3 135 1 0.541638583617285
"536" 1 1 3 136 1 0.798299773772014
"537" 1 1 3 137 1 0.639605616884073
"538" 1 1 3 138 1 0.936515973601723
"539" 1 1 3 139 1 1.21418781161681
"540" 1 1 3 140 0 0.686431835502619
"541" 1 1 3 141 1 1.00487335013202
"542" 1 1 3 142 1 2.17254591397918
"543" 1 1 3 143 1 1.61121161848004
"544" 1 1 3 144 1 0.848457952273777
"545" 1 1 3 145 1 0.691003585653147
"546" 1 1 3 146 1 0.472573893328197
"547" 1 1 3 147 0 1.36992333519575
"548" 1 1 3 148 1 2.50424248986645
"549" 1 1 3 149 1 0.335740392401349
"550" 1 1 3 150 1 0.722424892243696
"551" 1 1 3 151 1 0.370060631303815
"552" 1 1 3 152 1 0.37972496981849
"553" 1 1 3 153 1 0.831687543806853
"554" 1 1 3 154 0 0.432995433073491
"555" 1 1 3 155 1 0.568022802998312
"556" 1 1 3 156 0 0.546482305308105
"557" 1 1 3 157 1 0.831498258812586
"558" 1 1 3 158 1 1.15035461434838
"559" 1 1 3 159 1 0.424109799664933
"560" 1 1 3 160 1 1.12734494598303
"561" 1 1 3 161 1 0.824219138586661
"562" 1 1 3 162 0 0.34961943064467
"563" 1 1 3 163 1 2.19267392715556
"564" 1 1 3 164 0 0.468872316807276
"565" 1 1 3 165 1 0.531264587680344
"566" 1 1 3 166 1 0.923662126439391
"567" 1 1 3 167 1 0.79759753016592
"568" 1 1 3 168 1 0.612295224788599
"569" 1 1 3 169 1 0.451138011153322
"570" 1 1 3 170 0 1.98364549227641
"571" 1 1 3 171 0 0.459388066431973
"572" 1 1 3 172 1 0.785799625982298
"573" 1 1 3 173 1 1.23334609208489
"574" 1 1 3 174 1 1.65235831192881
"575" 1 1 3 175 1 0.406708143716212
"576" 1 1 3 176 0 0.593227938000113
"577" 1 1 3 177 1 0.519158281925367
"578" 1 1 3 178 1 0.69622108354629
"579" 1 1 3 179 1 0.916970795687288
"580" 1 1 3 180 0 0.486731872327393
"581" 1 1 3 181 1 0.372650892540114
"582" 1 1 3 182 0 0.833741566616111
"583" 1 1 3 183 1 0.284674860591069
"584" 1 1 3 184 1 0.673571773020085
"585" 1 1 3 185 0 0.839706292991061
"586" 1 1 3 186 1 0.901377139271936
"587" 1 1 3 187 1 0.495940570264822
"588" 1 1 3 188 0 0.738897616761271
"589" 1 1 3 189 0 0.711851668799296
"590" 1 1 3 190 1 1.15329186276183
"591" 1 1 3 191 1 0.516842617333401
"592" 1 1 3 192 1 0.84670032313047
"593" 1 1 3 193 1 0.989638400983531
"594" 1 1 3 194 1 0.411235118723242
"595" 1 1 3 195 1 1.44239230195899
"596" 1 1 3 196 1 2.29854871753394
"597" 1 1 3 197 1 1.29925453944854
"598" 1 1 3 198 1 0.631243165258551
"599" 1 1 3 199 1 0.738764203259023
"600" 1 1 3 200 1 0.862638386902399
"601" 2 1 1 1 0 1.48026440911042
"602" 2 1 1 2 0 0.415881047287723
"603" 2 1 1 3 0 2.55668192928308
"604" 2 1 1 4 0 0.460925495228963
"605" 2 1 1 5 1 0.790388701074058
"606" 2 1 1 6 0 0.969468722838909
"607" 2 1 1 7 1 0.438033304209588
"608" 2 1 1 8 0 0.852046695499448
"609" 2 1 1 9 1 1.03251954781963
"610" 2 1 1 10 0 0.35311377921328
"611" 2 1 1 11 1 1.01043555259518
"612" 2 1 1 12 1 0.830857062580763
"613" 2 1 1 13 1 1.5977642794319
"614" 2 1 1 14 0 0.869438459723955
"615" 2 1 1 15 0 0.821847912624013
"616" 2 1 1 16 0 1.65585494084097
"617" 2 1 1 17 1 0.378197416101117
"618" 2 1 1 18 0 0.390034608017886
"619" 2 1 1 19 1 0.437868768267334
"620" 2 1 1 20 0 1.25049400782422
"621" 2 1 1 21 0 1.29934346714197
"622" 2 1 1 22 1 0.398356699754251
"623" 2 1 1 23 1 1.16509019130259
"624" 2 1 1 24 0 0.99387119458965
"625" 2 1 1 25 0 1.40741494294559
"626" 2 1 1 26 0 0.486964479746996
"627" 2 1 1 27 1 0.936715078982059
"628" 2 1 1 28 0 0.292301984739723
"629" 2 1 1 29 0 0.608126504867803
"630" 2 1 1 30 1 0.368442653007805
"631" 2 1 1 31 1 0.25722447269503
"632" 2 1 1 32 1 0.396030304228887
"633" 2 1 1 33 0 0.579811287355376
"634" 2 1 1 34 0 0.470171116376994
